,No,year,month,day,hour,season,HUMI,TEMP,cbwd,TEMP_new,cbwd_new_bfill,cbwd_new_ffill
31704,31705,2013,8,14,0,2,94.12,23.0,SW,23.0,SW,SW
31705,31706,2013,8,14,1,2,88.62,24.0,SE,24.0,SE,SE
31706,31707,2013,8,14,2,2,83.48,25.0,SW,25.0,SW,SW
31707,31708,2013,8,14,3,2,88.7,25.0,SW,25.0,SW,SW
31708,31709,2013,8,14,4,2,88.7,25.0,SE,25.0,SE,SE
31709,31710,2013,8,14,5,2,94.16,24.0,SE,24.0,SE,SE
31710,31711,2013,8,14,6,2,88.7,25.0,SW,25.0,SW,SW
31711,31712,2013,8,14,7,2,88.78,26.0,SE,26.0,SE,SE
31712,31713,2013,8,14,8,2,83.82,28.0,SW,28.0,SW,SW
31713,31714,2013,8,14,9,2,74.69,30.0,SW,30.0,SW,SW
31714,31715,2013,8,14,10,2,79.11,29.0,SW,29.0,SW,SW
31715,31716,2013,8,14,11,2,74.85,31.0,SW,31.0,SW,SW
31716,31717,2013,8,14,12,2,74.85,31.0,SW,31.0,SW,SW
31717,31718,2013,8,14,13,2,66.66,32.0,SW,32.0,SW,SW
31718,31719,2013,8,14,14,2,70.54,31.0,SW,31.0,SW,SW
31719,31720,2013,8,14,15,2,70.54,31.0,SW,31.0,SW,SW
31720,31721,2013,8,14,16,2,70.54,31.0,SW,31.0,SW,SW
31721,31722,2013,8,14,17,2,70.36,30.0,SW,30.0,SW,SW
31722,31723,2013,8,14,18,2,74.52,29.0,SW,29.0,SW,SW
31723,31724,2013,8,14,19,2,74.35,28.0,SW,28.0,SW,SW
31724,31725,2013,8,14,20,2,78.82,27.0,SW,27.0,SW,SW
31725,31726,2013,8,14,21,2,74.19,27.0,SW,27.0,SW,SW
31726,31727,2013,8,14,22,2,83.48,25.0,SW,25.0,SW,SW
31727,31728,2013,8,14,23,2,78.68,26.0,SW,26.0,SW,SW
31728,31729,2013,8,15,0,2,78.68,26.0,NE,26.0,NE,NE
31729,31730,2013,8,15,1,2,78.68,26.0,SE,26.0,SE,SE
31730,31731,2013,8,15,2,2,83.48,25.0,SW,25.0,SW,SW
31731,31732,2013,8,15,3,2,83.6,26.0,SW,26.0,SW,SW
31732,31733,2013,8,15,4,2,88.7,25.0,SW,25.0,SW,SW
31733,31734,2013,8,15,5,2,88.7,25.0,SW,25.0,SW,SW
31734,31735,2013,8,15,6,2,83.6,26.0,SW,26.0,SW,SW
31735,31736,2013,8,15,7,2,83.71,27.0,SW,27.0,SW,SW
31736,31737,2013,8,15,8,2,78.97,28.0,SW,28.0,SW,SW
31737,31738,2013,8,15,9,2,79.11,29.0,SW,29.0,SW,SW
31738,31739,2013,8,15,10,2,79.11,29.0,SW,29.0,SW,SW
31739,31740,2013,8,15,11,2,79.25,30.0,SW,30.0,SW,SW
31740,31741,2013,8,15,12,2,79.25,30.0,SW,30.0,SW,SW
31741,31742,2013,8,15,13,2,74.85,31.0,SW,31.0,SW,SW
31742,31743,2013,8,15,14,2,74.85,31.0,SW,31.0,SW,SW
31743,31744,2013,8,15,15,2,79.38,31.0,SW,31.0,SW,SW
31744,31745,2013,8,15,16,2,84.05,30.0,SW,30.0,SW,SW
31745,31746,2013,8,15,17,2,84.05,30.0,SW,30.0,SW,SW
31746,31747,2013,8,15,18,2,89.02,29.0,SW,29.0,SW,SW
31747,31748,2013,8,15,19,2,83.71,27.0,SE,27.0,SE,SE
31748,31749,2013,8,15,20,2,78.82,27.0,SE,27.0,SE,SE
31749,31750,2013,8,15,21,2,88.78,26.0,SW,26.0,SW,SW
31750,31751,2013,8,15,22,2,94.2,25.0,SW,25.0,SW,SW
31751,31752,2013,8,15,23,2,94.25,26.0,SW,26.0,SW,SW
31752,31753,2013,8,16,0,2,94.25,26.0,SW,26.0,SW,SW
31753,31754,2013,8,16,1,2,94.16,24.0,SE,24.0,SE,SE
31754,31755,2013,8,16,2,2,94.2,25.0,SW,25.0,SW,SW
31755,31756,2013,8,16,3,2,94.2,25.0,SW,25.0,SW,SW
31756,31757,2013,8,16,4,2,94.2,25.0,SW,25.0,SW,SW
31757,31758,2013,8,16,5,2,94.2,25.0,SW,25.0,SW,SW
31758,31759,2013,8,16,6,2,94.2,25.0,SE,25.0,SE,SE
31759,31760,2013,8,16,7,2,83.71,27.0,SW,27.0,SW,SW
31760,31761,2013,8,16,8,2,78.97,28.0,SW,28.0,SW,SW
31761,31762,2013,8,16,9,2,83.71,27.0,SW,27.0,SW,SW
31762,31763,2013,8,16,10,2,83.71,27.0,SW,27.0,SW,SW
31763,31764,2013,8,16,11,2,94.25,26.0,SW,26.0,SW,SW
31764,31765,2013,8,16,12,2,94.25,26.0,SW,26.0,SW,SW
31765,31766,2013,8,16,13,2,94.29,27.0,SW,27.0,SW,SW
31766,31767,2013,8,16,14,2,94.33,28.0,SW,28.0,SW,SW
31767,31768,2013,8,16,15,2,94.29,27.0,SW,27.0,SW,SW
31768,31769,2013,8,16,16,2,94.33,28.0,SW,28.0,SW,SW
31769,31770,2013,8,16,17,2,89.02,29.0,SW,29.0,SW,SW
31770,31771,2013,8,16,18,2,94.33,28.0,SW,28.0,SW,SW
31771,31772,2013,8,16,19,2,94.33,28.0,SW,28.0,SW,SW
31772,31773,2013,8,16,20,2,94.29,27.0,SW,27.0,SW,SW
31773,31774,2013,8,16,21,2,94.29,27.0,SW,27.0,SW,SW
31774,31775,2013,8,16,22,2,94.29,27.0,SW,27.0,SW,SW
31775,31776,2013,8,16,23,2,94.29,27.0,SW,27.0,SW,SW
31776,31777,2013,8,17,0,2,100.0,26.0,SW,26.0,SW,SW
31777,31778,2013,8,17,1,2,100.0,25.0,NE,25.0,NE,NE
31778,31779,2013,8,17,2,2,94.2,25.0,NE,25.0,NE,NE
31779,31780,2013,8,17,3,2,94.2,25.0,SE,25.0,SE,SE
31780,31781,2013,8,17,4,2,94.16,24.0,NW,24.0,NW,NW
31781,31782,2013,8,17,5,2,94.16,24.0,SE,24.0,SE,SE
31782,31783,2013,8,17,6,2,94.16,24.0,SE,24.0,SE,SE
31783,31784,2013,8,17,7,2,100.0,24.0,cv,24.0,cv,cv
31784,31785,2013,8,17,8,2,94.2,25.0,cv,25.0,cv,cv
31785,31786,2013,8,17,9,2,94.2,25.0,cv,25.0,cv,cv
31786,31787,2013,8,17,10,2,94.25,26.0,cv,26.0,cv,cv
31787,31788,2013,8,17,11,2,94.29,27.0,SW,27.0,SW,SW
31788,31789,2013,8,17,12,2,94.33,28.0,SW,28.0,SW,SW
31789,31790,2013,8,17,13,2,89.1,30.0,SW,30.0,SW,SW
31790,31791,2013,8,17,14,2,79.38,31.0,SW,31.0,SW,SW
31791,31792,2013,8,17,15,2,79.38,31.0,SW,31.0,SW,SW
31792,31793,2013,8,17,16,2,74.85,31.0,SW,31.0,SW,SW
31793,31794,2013,8,17,17,2,84.05,30.0,SW,30.0,SW,SW
31794,31795,2013,8,17,18,2,83.94,29.0,SW,29.0,SW,SW
31795,31796,2013,8,17,19,2,88.54,23.0,SW,23.0,SW,SW
31796,31797,2013,8,17,20,2,94.12,23.0,cv,23.0,cv,cv
31797,31798,2013,8,17,21,2,100.0,22.0,SE,22.0,SE,SE
31798,31799,2013,8,17,22,2,100.0,22.0,SW,22.0,SW,SW
31799,31800,2013,8,17,23,2,94.07,22.0,SW,22.0,SW,SW
31800,31801,2013,8,18,0,2,94.03,21.0,SW,21.0,SW,SW
31801,31802,2013,8,18,1,2,88.37,21.0,SW,21.0,SW,SW
31802,31803,2013,8,18,2,2,93.98,20.0,SW,20.0,SW,SW
31803,31804,2013,8,18,3,2,93.94,19.0,NW,19.0,NW,NW
31804,31805,2013,8,18,4,2,88.28,20.0,SW,20.0,SW,SW
31805,31806,2013,8,18,5,2,93.94,19.0,SW,19.0,SW,SW
31806,31807,2013,8,18,6,2,88.28,20.0,SW,20.0,SW,SW
31807,31808,2013,8,18,7,2,93.98,20.0,SW,20.0,SW,SW
31808,31809,2013,8,18,8,2,83.13,22.0,SW,22.0,SW,SW
31809,31810,2013,8,18,9,2,78.24,23.0,SW,23.0,SW,SW
31810,31811,2013,8,18,10,2,69.4,25.0,SW,25.0,SW,SW
31811,31812,2013,8,18,11,2,69.6,26.0,SW,26.0,SW,SW
31812,31813,2013,8,18,12,2,65.41,26.0,NW,26.0,NW,NW
31813,31814,2013,8,18,13,2,61.67,27.0,SW,27.0,SW,SW
31814,31815,2013,8,18,14,2,61.44,26.0,NW,26.0,NW,NW
31815,31816,2013,8,18,15,2,54.65,28.0,NW,28.0,NW,NW
31816,31817,2013,8,18,16,2,61.67,27.0,NW,27.0,NW,NW
31817,31818,2013,8,18,17,2,57.93,27.0,NW,27.0,NW,NW
31818,31819,2013,8,18,18,2,65.41,26.0,NW,26.0,NW,NW
31819,31820,2013,8,18,19,2,78.24,23.0,SW,23.0,SW,SW
31820,31821,2013,8,18,20,2,88.45,22.0,SW,22.0,SW,SW
31821,31822,2013,8,18,21,2,94.03,21.0,SE,21.0,SE,SE
31822,31823,2013,8,18,22,2,88.37,21.0,SE,21.0,SE,SE
31823,31824,2013,8,18,23,2,88.37,21.0,SE,21.0,SE,SE
31824,31825,2013,8,19,0,2,93.98,20.0,SE,20.0,SE,SE
31825,31826,2013,8,19,1,2,100.0,19.0,cv,19.0,cv,cv
31826,31827,2013,8,19,2,2,93.94,19.0,SE,19.0,SE,SE
31827,31828,2013,8,19,3,2,93.94,19.0,SE,19.0,SE,SE
31828,31829,2013,8,19,4,2,100.0,18.0,SE,18.0,SE,SE
31829,31830,2013,8,19,5,2,100.0,18.0,SE,18.0,SE,SE
31830,31831,2013,8,19,6,2,93.94,19.0,SW,19.0,SW,SW
31831,31832,2013,8,19,7,2,100.0,20.0,SW,20.0,SW,SW
31832,31833,2013,8,19,8,2,83.25,23.0,SW,23.0,SW,SW
31833,31834,2013,8,19,9,2,73.84,25.0,cv,25.0,cv,cv
31834,31835,2013,8,19,10,2,61.67,27.0,cv,27.0,cv,cv
31835,31836,2013,8,19,11,2,51.31,28.0,cv,28.0,cv,cv
31836,31837,2013,8,19,12,2,39.96,29.0,NW,29.0,NW,NW
31837,31838,2013,8,19,13,2,39.96,29.0,NW,29.0,NW,NW
31838,31839,2013,8,19,14,2,42.62,29.0,NW,29.0,NW,NW
31839,31840,2013,8,19,15,2,42.62,29.0,NW,29.0,NW,NW
31840,31841,2013,8,19,16,2,39.96,29.0,NW,29.0,NW,NW
31841,31842,2013,8,19,17,2,45.16,28.0,NW,28.0,NW,NW
31842,31843,2013,8,19,18,2,54.14,26.0,NW,26.0,NW,NW
31843,31844,2013,8,19,19,2,69.01,23.0,cv,23.0,cv,cv
31844,31845,2013,8,19,20,2,73.5,23.0,SE,23.0,SE,SE
31845,31846,2013,8,19,21,2,88.37,21.0,SW,21.0,SW,SW
31846,31847,2013,8,19,22,2,88.37,21.0,SE,21.0,SE,SE
31847,31848,2013,8,19,23,2,88.28,20.0,SE,20.0,SE,SE
31848,31849,2013,8,20,0,2,93.94,19.0,SE,19.0,SE,SE
31849,31850,2013,8,20,1,2,93.94,19.0,SE,19.0,SE,SE
31850,31851,2013,8,20,2,2,93.89,18.0,SE,18.0,SE,SE
31851,31852,2013,8,20,3,2,93.89,18.0,SE,18.0,SE,SE
31852,31853,2013,8,20,4,2,93.89,18.0,SE,18.0,SE,SE
31853,31854,2013,8,20,5,2,93.89,18.0,cv,18.0,cv,cv
31854,31855,2013,8,20,6,2,93.89,18.0,cv,18.0,cv,cv
31855,31856,2013,8,20,7,2,88.28,20.0,SE,20.0,SE,SE
31856,31857,2013,8,20,8,2,78.24,23.0,cv,23.0,cv,cv
31857,31858,2013,8,20,9,2,73.84,25.0,cv,25.0,cv,cv
31858,31859,2013,8,20,10,2,65.62,27.0,NE,27.0,NE,NE
31859,31860,2013,8,20,11,2,48.15,28.0,NE,28.0,NE,NE
31860,31861,2013,8,20,12,2,45.16,28.0,NE,28.0,NE,NE
31861,31862,2013,8,20,13,2,45.16,28.0,NE,28.0,NE,NE
31862,31863,2013,8,20,14,2,39.96,29.0,NW,29.0,NW,NW
31863,31864,2013,8,20,15,2,45.16,28.0,NE,28.0,NE,NE
31864,31865,2013,8,20,16,2,47.88,27.0,NE,27.0,NE,NE
31865,31866,2013,8,20,17,2,54.14,26.0,NE,26.0,NE,NE
31866,31867,2013,8,20,18,2,50.78,26.0,NE,26.0,NE,NE
31867,31868,2013,8,20,19,2,60.98,24.0,NE,24.0,NE,NE
31868,31869,2013,8,20,20,2,64.98,24.0,NE,24.0,NE,NE
31869,31870,2013,8,20,21,2,78.09,22.0,NE,22.0,NE,NE
31870,31871,2013,8,20,22,2,88.37,21.0,cv,21.0,cv,cv
31871,31872,2013,8,20,23,2,93.98,20.0,cv,20.0,cv,cv
31872,31873,2013,8,21,0,2,94.03,21.0,SE,21.0,SE,SE
31873,31874,2013,8,21,1,2,94.03,21.0,cv,21.0,cv,cv
31874,31875,2013,8,21,2,2,88.37,21.0,SE,21.0,SE,SE
31875,31876,2013,8,21,3,2,88.37,21.0,SE,21.0,SE,SE
31876,31877,2013,8,21,4,2,88.37,21.0,SE,21.0,SE,SE
31877,31878,2013,8,21,5,2,93.98,20.0,cv,20.0,cv,cv
31878,31879,2013,8,21,6,2,88.37,21.0,SE,21.0,SE,SE
31879,31880,2013,8,21,7,2,94.03,21.0,SE,21.0,SE,SE
31880,31881,2013,8,21,8,2,94.03,21.0,SE,21.0,SE,SE
31881,31882,2013,8,21,9,2,88.45,22.0,SW,22.0,SW,SW
31882,31883,2013,8,21,10,2,78.39,24.0,SW,24.0,SW,SW
31883,31884,2013,8,21,11,2,73.84,25.0,SW,25.0,SW,SW
31884,31885,2013,8,21,12,2,69.4,25.0,SW,25.0,SW,SW
31885,31886,2013,8,21,13,2,65.41,26.0,SW,26.0,SW,SW
31886,31887,2013,8,21,14,2,65.41,26.0,SW,26.0,SW,SW
31887,31888,2013,8,21,15,2,65.62,27.0,SW,27.0,SW,SW
31888,31889,2013,8,21,16,2,61.9,28.0,SW,28.0,SW,SW
31889,31890,2013,8,21,17,2,65.62,27.0,SW,27.0,SW,SW
31890,31891,2013,8,21,18,2,78.53,25.0,SW,25.0,SW,SW
31891,31892,2013,8,21,19,2,83.25,23.0,SW,23.0,SW,SW
31892,31893,2013,8,21,20,2,83.25,23.0,SW,23.0,SW,SW
31893,31894,2013,8,21,21,2,88.45,22.0,SW,22.0,SW,SW
31894,31895,2013,8,21,22,2,88.37,21.0,SE,21.0,SE,SE
31895,31896,2013,8,21,23,2,88.37,21.0,SE,21.0,SE,SE
31896,31897,2013,8,22,0,2,83.01,21.0,SE,21.0,SE,SE
31897,31898,2013,8,22,1,2,83.01,21.0,SE,21.0,SE,SE
31898,31899,2013,8,22,2,2,83.01,21.0,SE,21.0,SE,SE
31899,31900,2013,8,22,3,2,83.01,21.0,SE,21.0,SE,SE
31900,31901,2013,8,22,4,2,83.01,21.0,SE,21.0,SE,SE
31901,31902,2013,8,22,5,2,83.01,21.0,SE,21.0,SE,SE
31902,31903,2013,8,22,6,2,83.01,21.0,SE,21.0,SE,SE
31903,31904,2013,8,22,7,2,83.13,22.0,SW,22.0,SW,SW
31904,31905,2013,8,22,8,2,73.5,23.0,SW,23.0,SW,SW
31905,31906,2013,8,22,9,2,65.19,25.0,SW,25.0,SW,SW
31906,31907,2013,8,22,10,2,65.83,28.0,SW,28.0,SW,SW
31907,31908,2013,8,22,11,2,74.19,27.0,SW,27.0,SW,SW
31908,31909,2013,8,22,12,2,78.82,27.0,SW,27.0,SW,SW
31909,31910,2013,8,22,13,2,74.35,28.0,SW,28.0,SW,SW
31910,31911,2013,8,22,14,2,74.35,28.0,SW,28.0,SW,SW
31911,31912,2013,8,22,15,2,74.35,28.0,SW,28.0,SW,SW
31912,31913,2013,8,22,16,2,78.82,27.0,SW,27.0,SW,SW
31913,31914,2013,8,22,17,2,78.82,27.0,SW,27.0,SW,SW
31914,31915,2013,8,22,18,2,83.6,26.0,SW,26.0,SW,SW
31915,31916,2013,8,22,19,2,94.16,24.0,SW,24.0,SW,SW
31916,31917,2013,8,22,20,2,94.12,23.0,SW,23.0,SW,SW
31917,31918,2013,8,22,21,2,94.12,23.0,SW,23.0,SW,SW
31918,31919,2013,8,22,22,2,94.03,21.0,SW,21.0,SW,SW
31919,31920,2013,8,22,23,2,88.37,21.0,SE,21.0,SE,SE
31920,31921,2013,8,23,0,2,93.98,20.0,cv,20.0,cv,cv
31921,31922,2013,8,23,1,2,100.0,19.0,SE,19.0,SE,SE
31922,31923,2013,8,23,2,2,100.0,19.0,cv,19.0,cv,cv
31923,31924,2013,8,23,3,2,100.0,20.0,SW,20.0,SW,SW
31924,31925,2013,8,23,4,2,93.94,19.0,SE,19.0,SE,SE
31925,31926,2013,8,23,5,2,100.0,19.0,cv,19.0,cv,cv
31926,31927,2013,8,23,6,2,93.98,20.0,SE,20.0,SE,SE
31927,31928,2013,8,23,7,2,,,,21.5,cv,SE
31928,31929,2013,8,23,8,2,88.54,23.0,cv,23.0,cv,cv
31929,31930,2013,8,23,9,2,83.48,25.0,NW,25.0,NW,NW
31930,31931,2013,8,23,10,2,69.79,27.0,SE,27.0,SE,SE
31931,31932,2013,8,23,11,2,61.9,28.0,NW,28.0,NW,NW
31932,31933,2013,8,23,12,2,35.35,30.0,NW,30.0,NW,NW
31933,31934,2013,8,23,13,2,35.35,30.0,NW,30.0,NW,NW
31934,31935,2013,8,23,14,2,37.73,30.0,NW,30.0,NW,NW
31935,31936,2013,8,23,15,2,35.35,30.0,NW,30.0,NW,NW
31936,31937,2013,8,23,16,2,32.82,29.0,NW,29.0,NW,NW
31937,31938,2013,8,23,17,2,37.44,29.0,NW,29.0,NW,NW
31938,31939,2013,8,23,18,2,42.06,27.0,NW,27.0,NW,NW
31939,31940,2013,8,23,19,2,47.33,25.0,NE,25.0,NE,NE
31940,31941,2013,8,23,20,2,60.74,23.0,SE,23.0,SE,SE
31941,31942,2013,8,23,21,2,82.89,20.0,SE,20.0,SE,SE
31942,31943,2013,8,23,22,2,93.94,19.0,cv,19.0,cv,cv
31943,31944,2013,8,23,23,2,88.2,19.0,SE,19.0,SE,SE
31944,31945,2013,8,24,0,2,93.89,18.0,SE,18.0,SE,SE
31945,31946,2013,8,24,1,2,88.11,18.0,SE,18.0,SE,SE
31946,31947,2013,8,24,2,2,88.11,18.0,cv,18.0,cv,cv
31947,31948,2013,8,24,3,2,93.84,17.0,SE,17.0,SE,SE
31948,31949,2013,8,24,4,2,93.84,17.0,SE,17.0,SE,SE
31949,31950,2013,8,24,5,2,93.84,17.0,SE,17.0,SE,SE
31950,31951,2013,8,24,6,2,93.89,18.0,SE,18.0,SE,SE
31951,31952,2013,8,24,7,2,88.28,20.0,cv,20.0,cv,cv
31952,31953,2013,8,24,8,2,78.24,23.0,SW,23.0,SW,SW
31953,31954,2013,8,24,9,2,69.4,25.0,SW,25.0,SW,SW
31954,31955,2013,8,24,10,2,57.93,27.0,SW,27.0,SW,SW
31955,31956,2013,8,24,11,2,54.65,28.0,cv,28.0,cv,cv
31956,31957,2013,8,24,12,2,40.24,30.0,SW,30.0,SW,SW
31957,31958,2013,8,24,13,2,33.39,31.0,NW,31.0,NW,NW
31958,31959,2013,8,24,14,2,33.39,31.0,NW,31.0,NW,NW
31959,31960,2013,8,24,15,2,37.44,29.0,NW,29.0,NW,NW
31960,31961,2013,8,24,16,2,42.62,29.0,NW,29.0,NW,NW
31961,31962,2013,8,24,17,2,42.62,29.0,NW,29.0,NW,NW
31962,31963,2013,8,24,18,2,47.88,27.0,NW,27.0,NW,NW
31963,31964,2013,8,24,19,2,64.76,23.0,cv,23.0,cv,cv
31964,31965,2013,8,24,20,2,78.09,22.0,SE,22.0,SE,SE
31965,31966,2013,8,24,21,2,77.94,21.0,NE,21.0,NE,NE
31966,31967,2013,8,24,22,2,88.28,20.0,SE,20.0,SE,SE
31967,31968,2013,8,24,23,2,88.28,20.0,SE,20.0,SE,SE
31968,31969,2013,8,25,0,2,93.94,19.0,SE,19.0,SE,SE
31969,31970,2013,8,25,1,2,93.89,18.0,SE,18.0,SE,SE
31970,31971,2013,8,25,2,2,93.84,17.0,cv,17.0,cv,cv
31971,31972,2013,8,25,3,2,93.84,17.0,SE,17.0,SE,SE
31972,31973,2013,8,25,4,2,93.84,17.0,cv,17.0,cv,cv
31973,31974,2013,8,25,5,2,88.11,18.0,SE,18.0,SE,SE
31974,31975,2013,8,25,6,2,93.89,18.0,SE,18.0,SE,SE
31975,31976,2013,8,25,7,2,88.28,20.0,SE,20.0,SE,SE
31976,31977,2013,8,25,8,2,73.67,24.0,SE,24.0,SE,SE
31977,31978,2013,8,25,9,2,65.41,26.0,cv,26.0,cv,cv
31978,31979,2013,8,25,10,2,58.17,28.0,SW,28.0,SW,SW
31979,31980,2013,8,25,11,2,48.42,29.0,SW,29.0,SW,SW
31980,31981,2013,8,25,12,2,42.9,30.0,SW,30.0,SW,SW
31981,31982,2013,8,25,13,2,38.01,31.0,SW,31.0,SW,SW
31982,31983,2013,8,25,14,2,38.29,32.0,SW,32.0,SW,SW
31983,31984,2013,8,25,15,2,38.01,31.0,SW,31.0,SW,SW
31984,31985,2013,8,25,16,2,35.63,31.0,SW,31.0,SW,SW
31985,31986,2013,8,25,17,2,42.9,30.0,SW,30.0,SW,SW
31986,31987,2013,8,25,18,2,51.31,28.0,SW,28.0,SW,SW
31987,31988,2013,8,25,19,2,64.98,24.0,SW,24.0,SW,SW
31988,31989,2013,8,25,20,2,69.2,24.0,SE,24.0,SE,SE
31989,31990,2013,8,25,21,2,83.25,23.0,SE,23.0,SE,SE
31990,31991,2013,8,25,22,2,83.13,22.0,SE,22.0,SE,SE
31991,31992,2013,8,25,23,2,73.67,24.0,NW,24.0,NW,NW
31992,31993,2013,8,26,0,2,68.61,21.0,NE,21.0,NE,NE
31993,31994,2013,8,26,1,2,77.79,20.0,SW,20.0,SW,SW
31994,31995,2013,8,26,2,2,88.2,19.0,NE,19.0,NE,NE
31995,31996,2013,8,26,3,2,88.2,19.0,NE,19.0,NE,NE
31996,31997,2013,8,26,4,2,88.2,19.0,NW,19.0,NW,NW
31997,31998,2013,8,26,5,2,88.2,19.0,SW,19.0,SW,SW
31998,31999,2013,8,26,6,2,88.2,19.0,NW,19.0,NW,NW
31999,32000,2013,8,26,7,2,82.89,20.0,NW,20.0,NW,NW
32000,32001,2013,8,26,8,2,77.94,21.0,NW,21.0,NW,NW
32001,32002,2013,8,26,9,2,83.01,21.0,NW,21.0,NW,NW
32002,32003,2013,8,26,10,2,77.94,21.0,NE,21.0,NE,NE
32003,32004,2013,8,26,11,2,82.89,20.0,NW,20.0,NW,NW
32004,32005,2013,8,26,12,2,88.2,19.0,NW,19.0,NW,NW
32005,32006,2013,8,26,13,2,82.89,20.0,NW,20.0,NW,NW
32006,32007,2013,8,26,14,2,73.14,21.0,NW,21.0,NW,NW
32007,32008,2013,8,26,15,2,77.94,21.0,NW,21.0,NW,NW
32008,32009,2013,8,26,16,2,77.94,21.0,NW,21.0,NW,NW
32009,32010,2013,8,26,17,2,77.94,21.0,NW,21.0,NW,NW
32010,32011,2013,8,26,18,2,77.79,20.0,NE,20.0,NE,NE
32011,32012,2013,8,26,19,2,82.65,18.0,NE,18.0,NE,NE
32012,32013,2013,8,26,20,2,82.65,18.0,NE,18.0,NE,NE
32013,32014,2013,8,26,21,2,88.02,17.0,NE,17.0,NE,NE
32014,32015,2013,8,26,22,2,87.93,16.0,cv,16.0,cv,cv
32015,32016,2013,8,26,23,2,100.0,15.0,SE,15.0,SE,SE
32016,32017,2013,8,27,0,2,93.75,15.0,SE,15.0,SE,SE
32017,32018,2013,8,27,1,2,100.0,14.0,NE,14.0,NE,NE
32018,32019,2013,8,27,2,2,93.75,15.0,cv,15.0,cv,cv
32019,32020,2013,8,27,3,2,93.7,14.0,cv,14.0,cv,cv
32020,32021,2013,8,27,4,2,93.7,14.0,cv,14.0,cv,cv
32021,32022,2013,8,27,5,2,93.7,14.0,cv,14.0,cv,cv
32022,32023,2013,8,27,6,2,100.0,13.0,cv,13.0,cv,cv
32023,32024,2013,8,27,7,2,100.0,16.0,NE,16.0,NE,NE
32024,32025,2013,8,27,8,2,93.89,18.0,NE,18.0,NE,NE
32025,32026,2013,8,27,9,2,82.89,20.0,NE,20.0,NE,NE
32026,32027,2013,8,27,10,2,73.32,22.0,NE,22.0,NE,NE
32027,32028,2013,8,27,11,2,60.74,23.0,NE,23.0,NE,NE
32028,32029,2013,8,27,12,2,50.24,24.0,NE,24.0,NE,NE
32029,32030,2013,8,27,13,2,50.24,24.0,SE,24.0,SE,SE
32030,32031,2013,8,27,14,2,41.49,25.0,NE,25.0,NE,NE
32031,32032,2013,8,27,15,2,34.21,26.0,NE,26.0,NE,NE
32032,32033,2013,8,27,16,2,38.82,25.0,NE,25.0,NE,NE
32033,32034,2013,8,27,17,2,44.33,25.0,NE,25.0,NE,NE
32034,32035,2013,8,27,18,2,50.24,24.0,NE,24.0,NE,NE
32035,32036,2013,8,27,19,2,60.27,21.0,NE,21.0,NE,NE
32036,32037,2013,8,27,20,2,68.4,20.0,NE,20.0,NE,NE
32037,32038,2013,8,27,21,2,77.64,19.0,NE,19.0,NE,NE
32038,32039,2013,8,27,22,2,72.78,19.0,SE,19.0,SE,SE
32039,32040,2013,8,27,23,2,82.65,18.0,SE,18.0,SE,SE
32040,32041,2013,8,28,0,2,77.48,18.0,SE,18.0,SE,SE
32041,32042,2013,8,28,1,2,77.48,18.0,SE,18.0,SE,SE
32042,32043,2013,8,28,2,2,82.52,17.0,SE,17.0,SE,SE
32043,32044,2013,8,28,3,2,82.65,18.0,SE,18.0,SE,SE
32044,32045,2013,8,28,4,2,82.65,18.0,SE,18.0,SE,SE
32045,32046,2013,8,28,5,2,77.64,19.0,SE,19.0,SE,SE
32046,32047,2013,8,28,6,2,77.64,19.0,SE,19.0,SE,SE
32047,32048,2013,8,28,7,2,77.64,19.0,SE,19.0,SE,SE
32048,32049,2013,8,28,8,2,82.89,20.0,SE,20.0,SE,SE
32049,32050,2013,8,28,9,2,88.28,20.0,cv,20.0,cv,cv
32050,32051,2013,8,28,10,2,88.28,20.0,SE,20.0,SE,SE
32051,32052,2013,8,28,11,2,88.28,20.0,SE,20.0,SE,SE
32052,32053,2013,8,28,12,2,93.98,20.0,SE,20.0,SE,SE
32053,32054,2013,8,28,13,2,93.98,20.0,SW,20.0,SW,SW
32054,32055,2013,8,28,14,2,93.98,20.0,SW,20.0,SW,SW
32055,32056,2013,8,28,15,2,100.0,19.0,SE,19.0,SE,SE
32056,32057,2013,8,28,16,2,100.0,19.0,SE,19.0,SE,SE
32057,32058,2013,8,28,17,2,100.0,19.0,SE,19.0,SE,SE
32058,32059,2013,8,28,18,2,100.0,19.0,SE,19.0,SE,SE
32059,32060,2013,8,28,19,2,93.94,19.0,SE,19.0,SE,SE
32060,32061,2013,8,28,20,2,93.94,19.0,SE,19.0,SE,SE
32061,32062,2013,8,28,21,2,93.94,19.0,SE,19.0,SE,SE
32062,32063,2013,8,28,22,2,93.94,19.0,SE,19.0,SE,SE
32063,32064,2013,8,28,23,2,93.94,19.0,NE,19.0,NE,NE
32064,32065,2013,8,29,0,2,93.94,19.0,SE,19.0,SE,SE
32065,32066,2013,8,29,1,2,93.94,19.0,NE,19.0,NE,NE
32066,32067,2013,8,29,2,2,93.94,19.0,NE,19.0,NE,NE
32067,32068,2013,8,29,3,2,93.94,19.0,NE,19.0,NE,NE
32068,32069,2013,8,29,4,2,93.94,19.0,NE,19.0,NE,NE
32069,32070,2013,8,29,5,2,93.94,19.0,NE,19.0,NE,NE
32070,32071,2013,8,29,6,2,100.0,19.0,NE,19.0,NE,NE
